ID,Age,Income,Education,Marital_Status,Total_Spending,Total_Children,Total_Purchases,Total_Campaigns_Accepted,Cluster_KMeans,Cluster_Hierarchical,Cluster_DBSCAN
7807,50,44989.0,Graduation,Married,369,1,11,0,0,1,0
3878,44,31859.0,2n Cycle,Single,48,1,4,0,0,1,0
5092,75,51569.0,PhD,Widow,467,1,15,2,0,0,0
2154,53,30372.0,Graduation,Widow,44,2,5,0,0,1,0
5394,45,16014.0,Basic,Single,38,2,6,0,0,1,0
3798,56,41120.0,Graduation,Married,81,2,6,0,0,1,0
3524,53,39763.0,Master,Single,167,1,8,1,0,1,0
5247,69,38725.0,PhD,Married,45,2,5,0,0,1,0
5883,52,77981.0,Graduation,Married,664,1,18,0,1,0,0
2118,60,62905.0,2n Cycle,Married,622,1,17,0,1,0,0
8812,45,13533.0,2n Cycle,Divorced,48,1,5,0,0,1,0
6616,49,59481.0,Graduation,Together,461,1,14,0,1,0,0
2797,47,72117.0,Graduation,Married,1073,1,25,0,1,0,0
4328,38,21955.0,2n Cycle,Married,55,1,6,0,0,1,0
9167,68,67131.0,Graduation,Married,976,1,23,0,1,0,0
10560,44,36802.0,PhD,Single,20,1,4,0,0,1,0
2631,42,71853.0,Graduation,Together,1149,0,16,0,1,0,0
8312,63,28249.0,Basic,Married,43,0,5,0,0,1,0
5534,49,47808.0,Master,Married,224,1,8,1,0,1,0
5093,50,25509.0,PhD,Divorced,101,1,6,1,0,1,0
7592,78,51012.0,PhD,Married,209,0,9,0,0,0,0
8895,39,70596.0,Graduation,Single,968,0,20,0,1,0,0
8584,72,85431.0,PhD,Together,1165,0,16,0,1,0,0
2694,57,42664.0,Graduation,Married,24,1,4,0,0,1,0
8910,69,42586.0,Graduation,Together,252,2,11,1,0,1,0
7433,39,29760.0,Graduation,Single,165,1,8,0,0,1,0
164,47,28973.0,PhD,Married,269,0,11,0,0,1,0
10477,51,39435.0,PhD,Together,102,1,6,0,0,1,0
2681,40,65370.0,2n Cycle,Married,461,0,18,0,1,0,0
5150,45,20194.0,Basic,Single,47,1,5,0,0,1,0
5283,48,42473.0,PhD,Single,144,2,7,0,0,1,0
9645,56,64590.0,Graduation,Married,1338,0,23,0,1,0,0
10678,65,71232.0,Graduation,Together,917,1,23,0,1,0,0
7261,53,34600.0,Graduation,Together,318,2,12,1,0,1,0
9648,57,46904.0,Graduation,Single,253,2,10,0,0,1,0
2870,51,49094.0,Graduation,Married,502,1,15,0,0,1,0
8008,41,36075.0,Graduation,Together,119,1,6,0,0,1,0
1513,45,60839.0,2n Cycle,Together,1250,2,16,0,1,0,0
6173,45,77298.0,Graduation,Together,969,1,23,0,1,0,0
1419,74,34026.0,Graduation,Together,76,2,6,0,0,1,0
9150,61,48918.0,PhD,Single,62,2,5,0,0,1,0
7960,62,82122.0,2n Cycle,Together,1382,0,25,1,1,0,0
1250,48,37697.0,Graduation,Single,84,1,6,0,0,1,0
9905,72,34074.0,Graduation,Together,255,2,9,1,0,1,0
10691,64,28520.0,Master,Married,43,2,4,0,0,1,0
7002,69,62535.0,Graduation,Single,398,1,13,0,1,0,0
2952,47,36273.0,Master,Single,76,1,6,0,0,1,0
8439,60,63404.0,Graduation,Together,902,2,13,1,1,1,0
762,43,75774.0,2n Cycle,Together,823,1,20,0,1,0,0
2831,48,78416.0,Graduation,Together,1179,1,24,0,1,0,0
6977,50,75702.0,Graduation,Together,1921,1,28,1,1,0,0
6289,73,59385.0,Master,Together,185,2,8,0,0,1,0
4168,58,37070.0,Graduation,Single,433,2,14,1,0,1,0
8397,73,44689.0,Graduation,Married,34,2,4,1,0,1,0
9284,66,53977.0,Graduation,Together,907,1,22,0,1,0,0
6237,58,7144.0,PhD,Single,416,2,25,0,0,0,-1
3130,60,18701.0,Graduation,Single,44,2,6,0,0,1,0
1619,68,90369.0,Graduation,Married,1588,0,16,1,1,0,0
1990,50,63159.0,PhD,Single,1797,0,16,1,1,0,0
5513,58,37758.0,Graduation,Together,40,2,4,0,0,1,0
269,61,46757.0,PhD,Single,1143,1,15,0,1,0,0
8093,55,79734.0,Master,Married,914,0,13,1,1,0,0
10513,32,63207.0,Graduation,Together,1502,0,11,1,1,0,0
10177,70,72071.0,Graduation,Divorced,1338,1,17,0,1,0,0
2549,41,21840.0,PhD,Together,27,1,4,0,0,1,0
5782,42,58582.0,2n Cycle,Together,763,1,20,1,1,0,0
10057,73,72282.0,Graduation,Single,1331,0,21,1,1,0,0
10307,68,50387.0,Graduation,Married,525,2,16,0,0,1,0
8566,63,32583.0,PhD,Together,9,2,3,0,0,1,0
2415,62,62568.0,Graduation,Together,953,1,13,1,1,1,0
5684,53,44635.0,Master,Divorced,68,2,5,0,0,1,0
8334,53,33316.0,Master,Single,131,2,7,0,0,1,0
9166,56,63967.0,Graduation,Married,882,1,20,0,1,0,0
1440,46,52513.0,2n Cycle,Together,1149,0,23,0,1,0,0
78,55,25293.0,Graduation,Married,37,1,4,0,0,1,0
5441,59,54111.0,PhD,Widow,388,1,13,0,0,1,0
5302,38,78394.0,Graduation,Together,1428,0,15,1,1,0,0
4687,66,80739.0,Master,Married,1633,0,23,0,1,0,0
1087,49,22669.0,Master,Together,173,1,7,1,0,1,0
6859,37,29236.0,Graduation,Single,99,1,7,0,0,1,0
9860,65,44911.0,Graduation,Together,215,1,9,0,0,1,0
7129,62,54693.0,PhD,Married,929,1,23,0,1,0,0
5866,50,48186.0,Graduation,Together,219,1,9,0,0,1,0
10521,47,54809.0,Graduation,Married,174,2,8,1,0,1,0
7393,46,41580.0,Graduation,Together,92,2,6,0,0,1,0
7849,54,80336.0,PhD,Married,1052,0,24,0,1,0,0
332,67,47743.0,Graduation,Married,275,1,11,1,0,1,0
9847,69,62972.0,2n Cycle,Married,587,1,14,0,1,1,0
531,70,57333.0,PhD,Divorced,1662,1,22,1,1,0,0
9576,42,32313.0,PhD,Together,159,1,8,0,0,1,0
6906,71,84953.0,Master,Widow,1024,0,17,4,1,0,0
7419,56,27071.0,Master,Divorced,35,1,5,0,0,1,0
3170,67,68148.0,Master,Together,1042,0,14,0,1,0,0
8527,59,65735.0,Master,Together,395,2,14,0,0,1,0
7872,49,86836.0,PhD,Married,557,0,22,4,1,0,0
9931,61,4023.0,PhD,Married,9,2,0,0,0,1,-1
10595,34,30093.0,Graduation,Married,69,0,5,0,0,1,0
4609,58,57705.0,PhD,Married,486,1,15,0,0,1,0
5010,36,25008.0,Graduation,Single,34,1,4,0,0,1,0
4427,29,83257.0,2n Cycle,Single,1365,0,27,3,1,0,0
11148,49,22280.0,Graduation,Together,13,1,3,0,0,1,0
1168,46,72159.0,PhD,Married,1401,0,20,0,1,0,0
9595,63,64260.0,Graduation,Together,1574,0,13,1,1,0,0
10163,40,82733.0,PhD,Single,1323,0,19,1,1,0,0
2886,53,74290.0,Master,Divorced,1217,1,28,2,1,0,0
6710,73,58217.0,Master,Single,103,3,6,0,0,1,0
5316,48,21024.0,Master,Together,84,0,6,0,0,1,0
9029,52,70116.0,PhD,Married,1536,0,22,0,1,0,0
521,39,54006.0,Graduation,Together,581,1,16,0,0,1,0
1459,58,69063.0,PhD,Married,928,1,13,0,1,0,0
10241,49,11448.0,2n Cycle,Divorced,14,0,3,0,0,1,0
1630,45,61825.0,Graduation,Single,424,1,14,0,0,1,0
3254,53,70886.0,Graduation,Married,960,1,13,0,1,0,0
9064,42,69109.0,Graduation,Married,1555,0,19,2,1,0,0
3678,51,60208.0,Graduation,Widow,656,2,18,2,1,1,0
4227,56,32889.0,Master,Together,55,2,6,0,0,1,0
9467,40,34738.0,Graduation,Single,20,1,4,0,0,1,0
8486,53,30538.0,Master,Together,367,1,13,0,0,1,0
2186,47,82326.0,2n Cycle,Together,2257,0,21,4,1,0,0
3286,57,26642.0,PhD,Divorced,42,1,5,0,0,1,0
8602,60,69932.0,Graduation,Divorced,1049,1,24,0,1,0,0
3722,52,44503.0,Graduation,Single,48,2,5,0,0,1,0
6715,76,60200.0,PhD,Single,685,1,19,0,1,0,0
4796,72,49638.0,Graduation,Divorced,39,1,4,0,0,1,0
9612,37,23830.0,2n Cycle,Single,43,0,4,0,0,1,0
3766,65,33051.0,Master,Widow,835,0,18,1,1,1,0
1399,66,72905.0,Graduation,Married,1515,0,19,1,1,0,0
1570,73,69702.0,PhD,Together,1039,1,24,0,1,0,0
3426,49,70300.0,Graduation,Divorced,1596,1,23,0,1,0,0
3074,40,70643.0,PhD,Married,1828,0,17,1,1,0,0
8341,55,30396.0,PhD,Married,34,1,4,2,0,1,0
5180,56,50616.0,PhD,Divorced,149,1,8,0,0,0,0
6461,55,62772.0,Master,Single,946,1,22,1,1,0,0
7679,39,30298.0,PhD,Single,28,0,5,0,0,1,0
10702,40,52413.0,Graduation,Single,450,1,15,0,0,1,0
7505,67,44155.0,PhD,Married,46,2,4,0,0,1,0
5113,53,86979.0,PhD,Divorced,1702,0,15,2,1,0,0
10858,49,76532.0,Graduation,Together,820,2,21,0,1,0,0
2961,42,42081.0,Graduation,Married,382,1,13,1,0,1,0
2747,36,67546.0,PhD,Married,2126,0,19,0,1,0,0
3010,35,88420.0,Master,Together,2069,0,19,3,1,0,0
5790,39,31158.0,Graduation,Married,72,1,5,0,0,1,0
6892,56,61671.0,Graduation,Divorced,732,1,20,2,1,0,0
1743,50,69719.0,Graduation,Single,801,0,10,0,1,0,0
3578,75,49160.0,Graduation,Divorced,236,1,10,0,0,0,0
8462,46,24882.0,Basic,Together,80,1,4,1,0,1,0
5558,70,90933.0,PhD,Single,1685,0,14,1,1,0,0
8780,74,59292.0,PhD,Together,507,1,16,0,1,0,0
10789,60,45759.0,PhD,Married,68,2,5,0,0,1,0
10779,41,22148.0,Graduation,Single,49,0,4,0,0,1,0
5896,37,73395.0,Master,Married,397,0,14,0,1,0,0
2337,53,29819.0,Graduation,Divorced,39,1,6,0,0,1,0
10951,56,45688.0,Graduation,Married,306,1,12,1,0,0,0
544,70,62820.0,Graduation,Married,976,0,13,0,1,0,0
17,53,60491.0,PhD,Married,1028,1,24,0,1,0,0
10680,38,33235.0,Graduation,Together,70,1,6,0,0,1,0
3265,65,35701.0,Graduation,Married,46,0,4,0,0,1,0
5623,44,31535.0,Master,Married,51,1,4,1,0,1,0
5832,64,92556.0,2n Cycle,Together,1263,0,21,0,1,0,0
5544,54,67384.0,Graduation,Single,1490,1,20,1,1,0,0
6417,53,80573.0,Master,Together,1564,0,23,0,1,0,0
5831,57,77870.0,Graduation,Married,1815,1,15,3,1,0,0
7101,61,52278.0,PhD,Widow,1198,1,25,0,1,0,0
10176,56,57107.0,Graduation,Single,416,1,16,3,1,1,0
2326,34,18929.0,Graduation,Married,85,0,5,0,0,1,0
4385,43,36038.0,PhD,Single,47,1,6,0,0,1,0
2929,48,20180.0,Graduation,Single,137,0,7,0,0,1,0
10686,59,34230.0,PhD,Together,21,2,3,0,0,1,0
2546,47,31878.0,2n Cycle,Single,70,1,5,0,0,1,0
3283,52,70932.0,2n Cycle,Married,909,1,20,0,1,0,0
3138,68,91249.0,Graduation,Single,1676,0,22,5,1,0,0
4994,81,77598.0,Master,Single,1735,0,25,1,1,0,0
7966,65,80982.0,Graduation,Single,1191,2,27,0,1,0,0
3112,47,22701.0,Master,Married,24,1,4,0,0,1,0
10872,55,55212.0,PhD,Married,1182,1,17,2,1,0,0
2181,54,70617.0,Graduation,Married,1280,0,13,0,1,0,0
1867,67,64849.0,Graduation,Single,1336,0,18,1,1,0,0
1518,59,62694.0,Master,Married,749,2,19,0,0,1,0
5734,50,61917.0,PhD,Married,91,2,6,0,0,1,0
2878,77,67472.0,PhD,Married,414,1,13,0,1,0,0
1458,42,21059.0,Master,Married,44,1,6,0,0,1,0
7007,56,29543.0,Master,Married,63,2,6,0,0,1,0
6200,73,75903.0,Graduation,Married,901,1,21,0,1,0,0
1403,49,34984.0,2n Cycle,Together,38,2,4,0,0,1,0
4827,68,54998.0,PhD,Single,455,1,15,1,1,0,0
6250,75,54356.0,PhD,Widow,775,1,21,1,1,0,0
9291,65,34242.0,Master,Married,15,1,3,0,0,1,0
2478,51,25410.0,Graduation,Married,38,1,5,0,0,1,0
1139,40,73356.0,PhD,Married,1512,0,21,4,1,0,0
5138,74,28320.0,Graduation,Together,43,1,4,0,0,1,0
5393,47,23763.0,Graduation,Single,42,1,4,0,0,1,0
10413,40,72570.0,Graduation,Married,1089,0,22,0,1,0,0
5015,48,34529.0,Master,Married,162,1,7,0,0,1,0
10868,73,70792.0,Graduation,Widow,1272,0,17,0,1,0,0
10676,42,63211.0,Graduation,Married,1173,0,18,1,1,0,0
2495,50,83891.0,Master,Married,816,1,21,0,1,0,0
7842,56,36065.0,Graduation,Single,74,2,6,0,0,1,0
9955,70,39898.0,Graduation,Together,134,1,7,0,0,1,0
6663,84,51141.0,PhD,Single,157,0,8,0,0,0,0
2162,48,56939.0,Graduation,Married,561,1,16,0,1,0,0
3434,73,80872.0,Graduation,Single,1336,0,18,0,1,0,0
7919,48,72335.0,PhD,Together,2092,0,22,1,1,0,0
5626,60,61798.0,PhD,Single,463,0,15,0,1,0,0
6428,74,76842.0,PhD,Widow,1130,0,16,0,1,0,0
8514,48,29478.0,Graduation,Together,20,1,4,0,0,1,0
10448,68,46998.0,Graduation,Single,377,1,13,1,0,0,0
7530,74,56551.0,PhD,Widow,138,2,7,0,0,1,0
8925,59,70053.0,Master,Married,1012,1,23,0,1,0,0
3009,62,71670.0,PhD,Widow,1766,0,14,4,1,0,0
6355,46,44359.0,Graduation,Married,45,2,6,0,0,1,0
3517,72,40887.0,Graduation,Single,161,2,7,1,0,1,0
1158,58,48877.0,Graduation,Divorced,144,1,7,0,0,1,0
6203,77,74485.0,Graduation,Together,1734,0,25,0,1,0,0
7165,52,64474.0,Graduation,Together,823,1,20,0,1,0,0
3595,61,77226.0,Graduation,Together,1138,1,26,0,1,0,0
8537,75,72643.0,Graduation,Widow,1429,0,20,2,1,0,0
4331,46,85738.0,Master,Together,1371,0,20,2,1,0,0
6281,58,55686.0,Graduation,Divorced,982,1,14,1,1,1,0
4338,41,39062.0,Graduation,Single,44,1,4,1,0,1,0
2452,53,34600.0,Graduation,Together,318,2,12,1,0,1,0
9507,49,40794.0,Graduation,Married,434,1,14,0,0,1,0
8360,53,54690.0,2n Cycle,Married,198,2,9,0,0,1,0
10311,55,4428.0,Graduation,Married,359,1,25,0,0,0,0
5117,61,32632.0,2n Cycle,Married,576,0,16,0,0,1,0
4867,56,38236.0,PhD,Single,88,2,7,0,0,1,0
9289,45,36781.0,Graduation,Married,63,1,5,1,0,1,0
10913,40,31385.0,Master,Single,27,1,3,2,0,1,0
3032,40,24570.0,Graduation,Married,193,1,8,0,0,1,0
8524,50,25509.0,PhD,Divorced,101,1,6,1,0,1,0
4470,62,58646.0,Master,Married,140,1,7,0,0,1,0
1406,49,53201.0,Graduation,Single,415,2,14,0,0,1,0
8619,67,21994.0,Graduation,Together,22,1,3,0,0,1,0
10821,46,57113.0,Graduation,Married,263,2,10,0,0,1,0
4552,33,51373.0,Graduation,Married,393,0,11,0,0,1,0
898,38,23477.0,Graduation,Married,147,1,7,0,0,1,0
9797,68,58116.0,Graduation,Married,443,1,14,0,1,0,0
10949,61,72968.0,PhD,Divorced,1958,0,18,2,1,0,0
8212,53,39791.0,Master,Married,174,1,8,0,0,1,0
6248,77,91712.0,Master,Single,2217,0,27,2,1,0,0
4547,64,13672.0,Graduation,Together,25,2,4,0,0,1,0
4122,49,79205.0,Graduation,Married,895,0,15,2,1,0,0
10841,49,56559.0,PhD,Together,484,1,15,0,0,1,0
5370,51,32644.0,PhD,Married,413,1,14,1,0,1,0
176,44,67506.0,2n Cycle,Single,331,1,11,0,0,1,0
4860,54,24206.0,Graduation,Single,25,1,4,0,0,1,0
10757,57,28420.0,PhD,Divorced,13,1,3,0,0,0,0
4023,54,22979.0,Graduation,Married,115,1,7,1,0,1,0
6679,58,33279.0,Graduation,Single,16,0,3,0,0,1,0
9923,52,46423.0,Master,Single,92,2,6,0,0,1,0
7181,47,30368.0,Graduation,Married,52,1,5,0,0,1,0
3599,54,63684.0,Graduation,Married,1464,1,20,0,1,0,0
405,60,41638.0,Graduation,Divorced,441,1,13,1,0,0,0
6870,65,68805.0,PhD,Divorced,283,1,11,0,1,1,0
832,58,65814.0,PhD,Together,747,1,20,0,1,0,0
2002,66,71964.0,Graduation,Divorced,1870,0,16,0,1,0,0
3657,38,39146.0,Graduation,Single,165,1,8,0,0,1,0
1951,43,34445.0,Basic,Married,839,0,21,0,0,0,0
3262,66,68281.0,Graduation,Single,1655,0,24,1,1,0,0
4102,49,37284.0,2n Cycle,Married,23,2,3,0,0,1,0
7042,41,36790.0,Graduation,Married,66,0,5,1,0,1,0
10598,57,27943.0,Graduation,Together,37,2,5,0,0,1,0
255,73,22263.0,Graduation,Divorced,21,2,4,0,0,1,0
2375,52,30261.0,Graduation,Together,22,3,3,0,0,1,0
9829,46,28587.0,Graduation,Together,78,1,6,0,0,1,0
6214,42,43815.0,Master,Married,79,1,5,0,0,1,0
4954,68,48195.0,Graduation,Married,265,2,11,0,0,1,0
7861,72,77027.0,Master,Married,1175,1,17,0,1,0,0
4837,59,71322.0,PhD,Married,1305,1,26,0,1,0,0
9423,45,32765.0,Master,Married,46,1,6,0,0,1,0
4198,59,29672.0,Graduation,Together,25,2,3,0,0,1,0
153,71,23272.0,Graduation,Divorced,46,0,4,0,0,1,0
9323,75,49912.0,Master,Together,874,1,22,2,1,0,0
10001,39,7500.0,2n Cycle,Together,100,1,6,0,0,1,0
3945,77,68117.0,PhD,Widow,930,1,23,2,1,0,0
3799,69,67225.0,Graduation,Married,868,1,20,0,1,0,0
8625,48,17649.0,Graduation,Married,45,1,6,0,0,1,0
3491,49,55914.0,Graduation,Together,1260,1,25,0,1,0,0
983,40,40059.0,Graduation,Married,414,1,11,1,0,1,0
9119,74,60905.0,Graduation,Together,392,1,13,0,1,0,0
4786,47,75330.0,Graduation,Married,1109,2,25,0,1,0,0
5872,73,60689.0,Graduation,Single,639,1,18,0,1,0,0
6568,40,38680.0,Graduation,Married,79,1,5,0,0,1,0
5628,42,61416.0,Graduation,Together,1665,0,23,1,1,0,0
5631,33,49767.0,Graduation,Single,692,0,17,0,1,0,0
4974,54,83273.0,Graduation,Single,1392,3,19,0,1,0,0
8416,43,29009.0,Graduation,Married,44,1,5,0,0,1,0
5454,45,45057.0,Master,Married,50,1,5,0,0,1,0
4095,53,37150.0,Graduation,Married,467,1,13,0,0,1,0
5474,54,43020.0,Graduation,Single,223,1,9,0,0,1,0
4268,65,53154.0,Graduation,Married,158,1,8,0,0,0,0
10701,51,65308.0,Graduation,Married,1211,0,27,2,1,0,0
3507,54,76467.0,Graduation,Single,1575,1,12,1,1,0,0
2079,77,81044.0,2n Cycle,Married,1208,0,21,0,1,0,0
626,73,32871.0,Graduation,Married,43,2,4,0,0,1,0
4426,49,55801.0,Graduation,Single,527,2,15,1,0,1,0
2591,65,76320.0,Graduation,Widow,932,1,13,0,1,0,0
10509,69,36927.0,Master,Single,71,2,6,0,0,1,0
6382,71,48794.0,Graduation,Together,54,2,4,0,0,1,0
6673,59,23478.0,Graduation,Single,129,0,6,0,0,1,0
7441,51,71128.0,Graduation,Divorced,1615,1,24,0,1,0,0
1071,48,70179.0,PhD,Divorced,1034,1,23,0,1,0,0
10061,74,59462.0,Graduation,Married,1088,1,23,0,1,0,0
7187,55,51381.5,Master,Together,721,2,18,0,1,1,0
8775,55,38361.0,Graduation,Together,137,1,7,0,0,1,0
1612,43,51381.5,PhD,Single,47,1,6,0,0,1,0
2345,42,70038.0,PhD,Together,1244,0,16,0,1,0,0
322,46,42554.0,Graduation,Together,41,2,5,0,0,1,0
10897,50,67445.0,Graduation,Married,1174,1,27,0,1,0,0
123,73,67046.0,Graduation,Widow,993,1,13,0,1,0,0
6103,76,42192.0,Graduation,Married,100,0,6,0,0,0,0
7899,72,77610.0,PhD,Married,1680,1,15,0,1,0,0
10500,40,31761.0,Graduation,Married,98,1,7,0,0,1,0
1655,45,34350.0,Graduation,Together,48,1,4,0,0,1,0
2406,75,54591.0,Graduation,Together,519,1,16,0,0,0,0
2712,68,71866.0,Graduation,Married,715,1,19,0,1,0,0
5517,55,25293.0,Graduation,Married,37,1,4,0,0,1,0
10643,37,42000.0,PhD,Single,653,0,18,1,1,0,0
2254,41,69520.0,Graduation,Married,1455,0,20,0,1,0,0
10281,54,64713.0,Graduation,Divorced,602,1,17,1,1,0,0
6958,47,27889.0,Master,Married,26,1,4,0,0,1,0
954,64,22123.0,Basic,Widow,102,0,6,0,0,1,0
5079,53,51381.5,Graduation,Married,97,2,6,0,0,1,0
10339,70,51381.5,Master,Together,207,1,9,0,0,0,0
4643,51,27803.0,Graduation,Married,176,1,7,0,0,1,0
3117,69,51381.5,Graduation,Single,450,1,12,0,0,1,0
6497,64,51651.0,Graduation,Married,433,1,13,0,0,1,0
5396,36,68487.0,Graduation,Married,1366,0,29,0,1,0,0
5250,81,51381.5,Master,Widow,1564,0,21,2,1,0,0
1052,55,56796.0,Graduation,Married,1001,1,24,0,1,0,0
2802,32,87000.0,2n Cycle,Married,961,0,17,0,1,0,0
6343,65,79823.0,Graduation,Married,1518,1,22,1,1,0,0
6507,44,30828.0,Graduation,Single,56,1,6,0,0,1,0
7901,53,34109.0,Master,Married,22,1,3,0,0,1,0
4865,50,53367.0,Master,Divorced,400,2,14,1,0,1,0
2686,55,22390.0,Basic,Together,26,0,3,0,0,1,0
3107,48,71322.0,Graduation,Together,350,1,12,0,0,0,0
7734,31,79244.0,Graduation,Absurd,1216,0,21,3,1,0,0
1146,75,49912.0,Master,Together,874,1,22,2,1,0,0
11031,74,48699.0,PhD,Married,40,2,4,0,0,1,0
7428,49,80144.0,Graduation,Together,1367,0,18,0,1,0,0
975,68,54252.0,Graduation,Single,264,2,10,0,0,1,0
1103,48,81929.0,Master,Married,2053,1,18,3,1,0,0
3422,49,76068.0,Graduation,Married,1376,1,9,2,1,0,0
1055,48,53204.0,Master,Married,45,2,4,0,0,1,0
6544,75,67911.0,PhD,Together,976,1,24,0,1,0,0
1241,40,14796.0,2n Cycle,Married,51,1,4,1,0,1,0
2909,50,78128.0,PhD,Married,1264,1,18,2,1,0,0
5802,52,14188.0,Basic,Married,75,0,6,0,0,1,0
1407,38,20425.0,Basic,Married,57,1,5,0,0,1,0
6183,62,58646.0,Master,Married,140,1,7,0,0,1,0
340,54,72967.0,Graduation,Divorced,497,1,17,2,1,1,0
5991,75,48150.0,Master,Married,266,1,10,0,0,1,0
3104,63,82332.0,Graduation,Single,2006,0,20,2,1,0,0
9729,69,58275.0,Graduation,Widow,615,2,17,0,0,0,0
1008,43,44953.0,PhD,Together,1021,0,23,1,1,0,0
11091,71,34587.0,Graduation,Together,22,2,4,0,0,1,0
3969,50,43018.0,Master,Together,133,1,6,0,0,1,0
1916,70,45736.0,Master,Married,437,1,14,0,0,0,0
9907,55,66476.0,Master,Together,1013,1,24,0,1,0,0
87,43,27733.0,2n Cycle,Married,57,1,5,0,0,1,0
8659,72,69805.0,PhD,Together,1038,1,25,0,1,0,0
6262,62,72217.0,Master,Single,1573,0,21,0,1,0,0
6147,53,25818.0,Graduation,Divorced,28,1,3,0,0,1,0
8832,48,37509.0,Master,Together,123,1,7,0,0,1,0
10067,48,25176.0,2n Cycle,Together,13,2,3,0,0,1,0
7532,44,43586.0,Graduation,Married,132,1,7,0,0,1,0
4915,68,53230.0,2n Cycle,Married,732,1,19,0,1,0,0
2115,67,50116.0,Graduation,Together,66,2,5,1,0,1,0
2088,52,84906.0,Graduation,Together,1631,0,23,3,1,0,0
2493,58,61286.0,Graduation,Married,608,1,16,0,1,0,0
6292,38,82333.0,PhD,Married,1822,0,17,2,1,0,0
1631,59,65220.0,PhD,Together,1282,0,19,1,1,0,0
10104,50,33590.0,Graduation,Together,8,3,3,0,0,1,0
3006,48,30992.0,Graduation,Divorced,43,1,4,0,0,1,0
3919,48,72309.0,Master,Single,1931,0,19,2,1,0,0
642,44,16005.0,Basic,Married,103,1,5,0,0,1,0
4369,67,65487.0,Master,Absurd,1169,0,14,0,1,0,0
10127,59,58692.0,Graduation,Married,395,1,14,0,0,0,0
271,55,40590.0,Graduation,Widow,258,2,10,1,0,1,0
4973,54,20587.0,Graduation,Single,25,1,4,0,0,1,0
2948,70,62637.0,Master,Divorced,185,1,9,0,0,1,0
2715,58,29435.0,Master,Divorced,180,2,7,1,0,1,0
10432,50,19346.0,Graduation,Divorced,22,1,4,0,0,1,0
9216,53,35788.0,Graduation,Married,44,2,5,0,0,1,0
7124,56,36997.0,Graduation,Divorced,94,2,7,0,0,1,0
9727,67,23539.0,Graduation,Married,81,0,6,0,0,1,0
5136,51,65333.0,Graduation,Single,798,1,21,2,1,0,0
9790,67,78499.0,Graduation,Single,1334,0,18,2,1,0,0
1818,53,29732.0,PhD,Together,38,1,4,0,0,1,0
1100,64,41275.0,Master,Together,61,3,7,0,0,1,0
7873,51,63516.0,PhD,Together,300,2,12,0,0,1,0
10609,62,42769.0,PhD,Married,88,1,6,0,0,1,0
6950,66,49572.0,Master,Married,54,2,5,0,0,1,0
7233,52,69209.0,Graduation,Married,1782,0,14,1,1,0,0
9481,48,17148.0,Graduation,Married,68,1,7,0,0,1,0
7699,55,40590.0,Graduation,Widow,258,2,10,1,0,1,0
2711,48,30560.0,Master,Together,31,1,4,0,0,1,0
8933,41,32146.0,2n Cycle,Married,66,1,6,0,0,1,0
8726,60,41713.0,2n Cycle,Divorced,174,2,8,0,0,1,0
1515,49,34176.0,Master,Together,28,1,4,0,0,1,0
5186,69,58482.0,PhD,Married,731,1,20,1,1,0,0
10157,59,59686.0,Graduation,Single,274,1,11,0,0,1,0
5667,60,60896.0,PhD,Married,1701,1,23,1,1,0,0
902,44,62994.0,Graduation,Together,312,1,12,0,0,1,0
977,67,47320.0,Graduation,Together,414,1,14,0,0,0,0
7313,75,74859.0,2n Cycle,Widow,1565,0,22,1,1,0,0
7600,32,15253.0,Basic,Single,29,1,4,0,0,1,0
9706,50,31560.0,PhD,Single,94,1,6,0,0,1,0
2429,70,72071.0,Graduation,Divorced,1338,1,17,0,1,0,0
3520,34,91172.0,Master,Single,1092,0,14,5,1,0,0
10394,40,90000.0,Graduation,Married,1479,0,17,3,1,0,0
4548,43,41967.0,Graduation,Single,54,2,4,0,0,1,0
9362,59,69263.0,Graduation,Single,568,1,17,1,1,0,0
3968,54,65706.0,2n Cycle,Divorced,1199,0,26,4,1,0,0
4084,49,60934.0,Graduation,Together,873,1,21,0,1,0,0
6721,73,71965.0,Graduation,Married,1213,1,14,0,1,0,0
2829,69,65210.0,Graduation,Married,731,1,20,2,1,0,0
1772,49,79174.0,PhD,Married,2043,0,18,3,1,0,0
1544,57,81380.0,Master,Divorced,1893,0,16,0,1,0,0
492,51,48432.0,PhD,YOLO,424,1,14,0,0,1,0
4377,53,52914.0,Graduation,Married,575,1,13,1,0,1,0
4541,69,38946.0,Graduation,Together,257,1,10,0,0,1,0
1321,50,26067.0,Graduation,Married,56,1,6,0,0,1,0
8858,52,44325.0,PhD,Married,542,1,17,1,0,1,0
3266,60,42523.0,Graduation,Married,125,0,6,0,0,0,0
11187,46,26487.0,Basic,Single,69,1,6,0,0,1,0
8207,67,53233.0,2n Cycle,Married,40,1,4,0,0,0,0
9723,64,67716.0,Graduation,Married,1016,1,24,1,1,0,0
2666,52,76234.0,Master,Married,907,1,22,1,1,0,0
5721,68,84117.0,PhD,Married,1566,0,23,1,1,0,0
10652,67,65487.0,Master,Together,1169,0,14,0,1,0,0
1646,52,25224.0,Basic,Married,46,1,5,0,0,1,0
4418,41,89616.0,Master,Single,1644,0,24,1,1,0,0
